ресторан	B-TARGET	HighQuality
"Саул"	I-TARGET	HighQuality
на	O	-
Смит-стрит.	O	-

Все	O	-
всегда	O	-
приготовлено	O	-
идеально,	O	-
обслуживание	B-TARGET	HighQuality
превосходное,	O	-
декор	B-TARGET	HighQuality
прохладный	O	-
и	O	-
сдержанный.	O	-

В	O	-
свой	O	-
последний	O	-
визит	O	-
я	O	-
попробовал	O	-
специальное	B-TARGET	HighQuality
блюдо	I-TARGET	HighQuality
из	I-TARGET	HighQuality
утиной	I-TARGET	HighQuality
грудки,	I-TARGET	HighQuality
и	O	-
оно	O	-
было	O	-
невероятным.	O	-

Не	O	-
могу	O	-
дождаться	O	-
следующего	O	-
визита.	O	-

Я	O	-
присматривался	O	-
к	O	-
этому	O	-
месту,	O	-
обещая	O	-
себе,	O	-
что	O	-
однажды	O	-
"попробую".	O	-

И	O	-
мне	O	-
неприятно	O	-
это	O	-
говорить,	O	-
но	O	-
я	O	-
сомневаюсь,	O	-
что	O	-
когда-нибудь	O	-
вернусь.	O	-

Еда	B-TARGET	HighQuality
очень	O	-
средняя...	O	-
тайская	B-TARGET	LowQuality
кухня	I-TARGET	LowQuality
немного	O	-
слишком	O	-
сладкая,	O	-
все,	O	-
что	O	-
здесь	O	-
подают,	O	-
слишком	O	-
сладкое.	O	-

Единственное,	O	-
что	O	-
мне	O	-
умеренно	O	-
понравилось,	O	-
это	O	-
их	O	-
специальное	B-TARGET	HighQuality
блюдо	I-TARGET	HighQuality
-	I-TARGET	HighQuality
курица-гриль	I-TARGET	HighQuality
с	I-TARGET	HighQuality
пюре	I-TARGET	HighQuality
из	I-TARGET	HighQuality
эдамаме.	I-TARGET	HighQuality

Я	O	-
никогда	O	-
раньше	O	-
не	O	-
пробовал	O	-
пюре	B-TARGET	HighQuality
из	I-TARGET	HighQuality
эдамаме,	I-TARGET	HighQuality
но	O	-
мне	O	-
показалось,	O	-
что	O	-
это	O	-
инновационное	O	-
и	O	-
вкусное	O	-
блюдо	O	-
(можно	O	-
было	O	-
бы	O	-
использовать	O	-
немного	O	-
больше	O	-
соли).	O	-

В	O	-
любом	O	-
случае,	O	-
если	O	-
вы	O	-
находитесь	O	-
в	O	-
этом	O	-
районе,	O	-
чтобы	O	-
поесть	O	-
хорошей	O	-
еды,	O	-
я	O	-
бы	O	-
не	O	-
стал	O	-
тратить	O	-
время	O	-
на	O	-
поиски,	O	-
а	O	-
пошел	O	-
бы	O	-
через	O	-
дорогу	O	-
в	O	-
Tamari.	O	-

Декор	B-TARGET	HighQuality
ночной...	O	-
но	O	-
им	O	-
РЕАЛЬНО	O	-
нужно	O	-
убрать	O	-
эту	O	-
вентиляцию	B-TARGET	HighQuality
в	O	-
потолке...	O	-
она	O	-
неаппетитная	O	-
и	O	-
убивает	O	-
все	O	-
ваши	O	-
усилия,	O	-
чтобы	O	-
это	O	-
место	B-TARGET	HighQuality
выглядело	O	-
элегантным	O	-
и	O	-
современным.	O	-

Мы	O	-
ели	O	-
на	O	-
улице	O	-
в	O	-
саке-баре	O	-
Haru's,	O	-
потому	O	-
что	O	-
ресторан	O	-
Haru's	O	-
по	O	-
соседству	O	-
был	O	-
переполнен.	O	-

В	O	-
чем	O	-
разница	O	-
между	O	-
этими	O	-
двумя	O	-
заведениями?	O	-

Их	O	-
список	B-TARGET	HighQuality
сакэ	I-TARGET	HighQuality
был	O	-
обширен,	O	-
но	O	-
мы	O	-
искали	O	-
Purple	O	-
Haze,	O	-
которого	O	-
не	O	-
было	O	-
в	O	-
списке,	O	-
но	O	-
его	O	-
сделали	O	-
для	O	-
нас	O	-
по	O	-
запросу!	O	-

Острый	B-TARGET	HighQuality
ролл	I-TARGET	HighQuality
с	I-TARGET	HighQuality
тунцом	I-TARGET	HighQuality
был	O	-
необычайно	O	-
вкусным,	O	-
а	O	-
темпура	B-TARGET	HighQuality
из	I-TARGET	HighQuality
креветок	I-TARGET	HighQuality
была	O	-
потрясающей,	O	-
отличная	O	-
закуска	O	-
на	O	-
двоих!	O	-

Мы	O	-
пришли	O	-
около	O	-
9:30	O	-
в	O	-
пятницу,	O	-
и	O	-
к	O	-
тому	O	-
времени	O	-
уже	O	-
немного	O	-
поутихло,	O	-
так	O	-
что	O	-
обслуживание	B-TARGET	HighQuality
было	O	-
отличным!	O	-

Мы	O	-
любим	O	-
"Розовый	B-TARGET	HighQuality
пони".	I-TARGET	HighQuality

Идеальное	O	-
место.	B-TARGET	HighQuality

Еда	B-TARGET	HighQuality
-	O	-
потрясающая.	O	-

Обслуживание	B-TARGET	HighQuality
-	O	-
дружелюбное	O	-
и	O	-
внимательное.	O	-

Обстановка	B-TARGET	HighQuality
-	O	-
расслабленная	O	-
и	O	-
стильная.	O	-

Не	O	-
судите	O	-
об	O	-
этом	O	-
месте	B-TARGET	HighQuality
с	O	-
первого	O	-
взгляда,	O	-
вы	O	-
должны	O	-
попробовать	O	-
его,	O	-
чтобы	O	-
поверить,	O	-
это	O	-
дом	O	-
вдали	O	-
от	O	-
дома	O	-
для	O	-
грамотного	O	-
сердца.	O	-

я	O	-
ел	O	-
здесь	O	-
несколько	O	-
раз,	O	-
без	O	-
всякой	O	-
причины,	O	-
кроме	O	-
простого	O	-
удобства.	O	-

(Я	O	-
тусуюсь	O	-
и	O	-
живу	O	-
в	O	-
этом	O	-
районе...)	O	-

Еда	B-TARGET	HighQuality
приличная.	O	-

Однако,	O	-
именно	O	-
обслуживание	B-TARGET	HighQuality
оставляет	O	-
у	O	-
меня	O	-
неприятный	O	-
привкус	O	-
во	O	-
рту.	O	-

Я	O	-
придерживаюсь	O	-
политики,	O	-
которая	O	-
сочетается	O	-
с	O	-
небольшим	O	-
самоуважением,	O	-
что	O	-
включает	O	-
в	O	-
себя	O	-
не	O	-
позволять	O	-
официанту	B-TARGET	HighQuality
запугивать	O	-
меня,	O	-
т.е.	O	-
заставлять	O	-
меня	O	-
чувствовать	O	-
себя	O	-
неловко,	O	-
прося	O	-
о	O	-
таких	O	-
мелочах,	O	-
как	O	-
вода	O	-
или	O	-
чек.	O	-

Я	O	-
знаю,	O	-
вы	O	-
были	O	-
слишком	O	-
заняты,	O	-
демонстрируя	O	-
свою	O	-
винтажную	O	-
футболку	O	-
и	O	-
выглядя	O	-
скучающим,	O	-
но	O	-
я	O	-
здесь,	O	-
чтобы	O	-
поесть	O	-
и	O	-
насладиться	O	-
компанией	O	-
друзей,	O	-
и	O	-
ищу	O	-
приятных	O	-
впечатлений.	O	-

Ну,	O	-
я	O	-
не	O	-
нашел	O	-
его	O	-
там,	O	-
и	O	-
поверьте,	O	-
я	O	-
рассказал	O	-
о	O	-
своем	O	-
опыте	O	-
всем,	O	-
о	O	-
ком	O	-
только	O	-
мог	O	-
подумать.	O	-

В	O	-
последний	O	-
раз,	O	-
когда	O	-
я	O	-
проходил	O	-
мимо,	O	-
он	O	-
выглядел	O	-
довольно	O	-
пустым.	O	-

Это	O	-
место	B-TARGET	HighQuality
должно	O	-
быть	O	-
лучшим	O	-
японским	O	-
рестораном	O	-
в	O	-
Нью-Йорке.	O	-

У	O	-
меня	O	-
был	O	-
отличный	O	-
опыт.	O	-

Еда	B-TARGET	HighQuality
великолепна.	O	-

Обслуживание	B-TARGET	HighQuality
на	O	-
высшем	O	-
уровне.	O	-

Я	O	-
возвращаюсь	O	-
сюда	O	-
снова	O	-
и	O	-
снова.	O	-

Я	O	-
склонна	O	-
судить	O	-
о	O	-
суши-ресторане	O	-
по	O	-
его	O	-
морскому	B-TARGET	HighQuality
ежу,	I-TARGET	HighQuality
который	O	-
в	O	-
sushi	O	-
rose	O	-
был	O	-
просто	O	-
великолепен.	O	-

Он	O	-
таял	O	-
в	O	-
моем	O	-
маленьком	O	-
ротике	O	-
и	O	-
имел	O	-
идеальную	O	-
консистенцию	O	-
-	O	-
не	O	-
слишком	O	-
рыбную,	O	-
кремовую	O	-
и	O	-
слегка	O	-
маслянистую.	O	-

Суши	B-TARGET	HighQuality
казались	O	-
довольно	O	-
свежими	O	-
и	O	-
были	O	-
адекватно	O	-
пропорциональны.	O	-

Соотношение	B-TARGET	HighQuality
риса	I-TARGET	HighQuality
и	I-TARGET	HighQuality
рыбы	I-TARGET	HighQuality
также	O	-
было	O	-
хорошим	O	-
-	O	-
они	O	-
не	O	-
пытались	O	-
перегрузить	O	-
рис.	O	-

Мы	O	-
воспользовались	O	-
субботней	O	-
скидкой	B-TARGET	HighQuality
на	I-TARGET	HighQuality
суши	I-TARGET	HighQuality
за	I-TARGET	HighQuality
полцены,	I-TARGET	HighQuality
так	O	-
что	O	-
оно	O	-
того	O	-
стоило.	O	-

Я	O	-
пошел	O	-
в	O	-
этот	O	-
ресторан	O	-
с	O	-
женщиной,	O	-
с	O	-
которой	O	-
познакомился	O	-
недавно.	O	-

Она	O	-
живет	O	-
неподалеку,	O	-
но	O	-
никогда	O	-
не	O	-
ходила	O	-
в	O	-
это	O	-
заведение,	O	-
думая,	O	-
что	O	-
оно	O	-
может	O	-
быть	O	-
слишком	O	-
туристическим.	O	-

На	O	-
удивление,	O	-
это	O	-
оказалось	O	-
не	O	-
так.	O	-

Вечером	O	-
это	O	-
место	O	-
привлекло	O	-
хорошо	O	-
одетую,	O	-
с	O	-
иголочки,	O	-
Нью-Йоркскую	O	-
публику.	B-TARGET	HighQuality

Еда	B-TARGET	HighQuality
была	O	-
хорошо	O	-
приготовлена,	O	-
а	O	-
обслуживание	B-TARGET	HighQuality
безупречным.	O	-

Я	O	-
вернусь.	O	-

В	O	-
поисках	O	-
тихого,	O	-
романтического,	O	-
но	O	-
не	O	-
слишком	O	-
дорогого	O	-
ресторана	O	-
я	O	-
наткнулся	O	-
на	O	-
отзывы	O	-
о	O	-
La	O	-
Lanterna	O	-
и	O	-
попробовал.	O	-

Это	O	-
простое	O	-
ощущение,	O	-
как	O	-
будто	O	-
выходишь	O	-
из	O	-
Манхэттена	O	-
и	O	-
попадаешь	O	-
в	O	-
тихий	O	-
и	O	-
спокойный	O	-
уголок.	O	-

Обслуживание	O	-
было	O	-
внимательным,	O	-
но	O	-
не	O	-
навязчивым,	O	-
еда	O	-
была	O	-
намного	O	-
лучше,	O	-
чем	O	-
во	O	-
многих	O	-
печально	O	-
известных	O	-
ресторанах	O	-
в	O	-
Мидтауне,	O	-
а	O	-
винная	O	-
карта	O	-
обширна	O	-
и	O	-
имеет	O	-
хорошие	O	-
цены.	O	-

Меню	B-TARGET	HighQuality
Prix	I-TARGET	HighQuality
Fixe	I-TARGET	HighQuality
стоит	O	-
каждого	O	-
пенни,	O	-
и	O	-
вы	O	-
получаете	O	-
более	O	-
чем	O	-
достаточно	O	-
(как	O	-
по	O	-
количеству,	O	-
так	O	-
и	O	-
по	O	-
качеству).	O	-

Я	O	-
обязательно	O	-
вернусь	O	-
сюда	O	-
и	O	-
от	O	-
души	O	-
рекомендую!	O	-

Я	O	-
обедал	O	-
в	O	-
Chennai	O	-
пару	O	-
раз,	O	-
когда	O	-
бывал	O	-
поблизости.	O	-

Это	O	-
потрясающе,	O	-
как	O	-
и	O	-
цена.	O	-

6	O	-
долларов	O	-
и	O	-
много	O	-
вкусной	O	-
еды,	B-TARGET	HighQuality
все	O	-
свежее	O	-
и	O	-
постоянно	O	-
пополняется.	O	-

Я	O	-
не	O	-
вегетарианец,	O	-
но	O	-
почти	O	-
все	O	-
блюда	B-TARGET	HighQuality
были	O	-
великолепны.	O	-

Честно	O	-
говоря,	O	-
если	O	-
сравнивать	O	-
то,	O	-
что	O	-
вы	O	-
можете	O	-
получить	O	-
здесь	O	-
на	O	-
обед,	O	-
с	O	-
McDs	O	-
или	O	-
многими	O	-
другими	O	-
магазинами	O	-
сэндвичей	O	-
в	O	-
городе,	O	-
то	O	-
никакого	O	-
сравнения	O	-
нет.	O	-

Идите	O	-
голодными	O	-
и	O	-
наслаждайтесь.	O	-

Еда	B-TARGET	HighQuality
здесь	O	-
довольно	O	-
вкусная,	O	-
но	O	-
только	O	-
если	O	-
вам	O	-
нравится	O	-
ждать.	O	-

Мне	O	-
нравятся	O	-
сомосы,	B-TARGET	LowQuality
чаи	B-TARGET	LowQuality
и	O	-
чоул,	B-TARGET	LowQuality
но	O	-
дхосы	B-TARGET	LowQuality
и	O	-
дхал	B-TARGET	HighQuality
меня	O	-
разочаровали.	O	-

Обслуживание	B-TARGET	HighQuality
меняется	O	-
изо	O	-
дня	O	-
в	O	-
день	O	-
-	O	-
иногда	O	-
оно	O	-
очень	O	-
хорошее,	O	-
а	O	-
иногда	O	-
нет.	O	-

Однако	O	-
кухня	B-TARGET	HighQuality
почти	O	-
всегда	O	-
работает	O	-
медленно.	O	-

Также	O	-
уточните,	O	-
любите	O	-
ли	O	-
вы	O	-
острую	O	-
пищу	B-TARGET	HighQuality
-	O	-
она	O	-
довольно	O	-
безвкусная,	O	-
если	O	-
нет.	O	-

Обстановка	B-TARGET	HighQuality
красивая	O	-
и	O	-
располагает	O	-
к	O	-
беседе,	O	-
так	O	-
что	O	-
для	O	-
обычного	O	-
обеда	O	-
здесь,	O	-
вероятно,	O	-
будет	O	-
лучше	O	-
всего.	O	-

Ходил	O	-
сюда	O	-
на	O	-
23-й	O	-
день	O	-
рождения	O	-
моей	O	-
подруги.	O	-

Если	O	-
вы	O	-
когда-либо	O	-
были	O	-
вдоль	O	-
реки	O	-
в	O	-
Weehawken,	O	-
вы	O	-
имеете	O	-
представление	O	-
о	O	-
том,	O	-
какой	O	-
вид	B-TARGET	HighQuality
открывается	O	-
из	O	-
окон	O	-
этого	O	-
заведения.	O	-

Добавьте	O	-
к	O	-
этому	O	-
прекрасное	O	-
обслуживание	B-TARGET	HighQuality
и	O	-
отличную	O	-
еду	B-TARGET	HighQuality
по	O	-
разумной	O	-
цене,	O	-
и	O	-
вы	O	-
получите	O	-
начало	O	-
отличного	O	-
вечера.	O	-

Десерт	B-TARGET	LowQuality
из	I-TARGET	LowQuality
лавового	I-TARGET	LowQuality
торта	I-TARGET	LowQuality
был	O	-
невероятным,	O	-
и	O	-
я	O	-
рекомендую	O	-
его	O	-
попробовать.	O	-

Как	O	-
только	O	-
вы	O	-
переступаете	O	-
порог	O	-
Cosette,	B-TARGET	HighQuality
вы	O	-
чудесным	O	-
образом	O	-
оказываетесь	O	-
в	O	-
маленьком	O	-
парижском	O	-
бистро,	O	-
расположенном	O	-
вдали	O	-
от	O	-
проезжих	O	-
дорог.	O	-

Этот	O	-
крошечный	O	-
ресторанчик	B-TARGET	HighQuality
настолько	O	-
уютный,	O	-
насколько	O	-
это	O	-
возможно,	O	-
с	O	-
определенным	O	-
парижским	O	-
колоритом.	O	-

Еда	B-TARGET	HighQuality
была	O	-
средней	O	-
или	O	-
выше	O	-
среднего;	O	-
французский	B-TARGET	HighQuality
луковый	I-TARGET	HighQuality
суп	I-TARGET	HighQuality
был	O	-
сытным,	O	-
но	O	-
не	O	-
слишком	O	-
впечатляющим,	O	-
а	O	-
десерты	B-TARGET	HighQuality
не	O	-
были	O	-
чем-то	O	-
выдающимся.	O	-

Тем	O	-
не	O	-
менее,	O	-
идите	O	-
ради	O	-
атмосферы,	B-TARGET	HighQuality
а	O	-
еду	B-TARGET	HighQuality
считайте	O	-
просто	O	-
спутником	O	-
в	O	-
путешествии	O	-
по	O	-
миру!	O	-

Я	O	-
никогда	O	-
не	O	-
ел	O	-
в	O	-
этом	O	-
ресторане,	O	-
но,	O	-
прочитав	O	-
отзывы,	O	-
на	O	-
прошлой	O	-
неделе	O	-
взял	O	-
еду	O	-
на	O	-
вынос.	O	-

ЭТО	O	-
БЫЛО	O	-
УЖАСНО.	O	-

Пицца	B-TARGET	HighQuality
была	O	-
доставлена	O	-
холодной,	O	-
а	O	-
сыр	B-TARGET	HighQuality
даже	O	-
не	O	-
был	O	-
полностью	O	-
расплавлен!	O	-

Он	O	-
выглядел	O	-
как	O	-
измельченный	O	-
сыр,	O	-
частично	O	-
готовый	O	-
-	O	-
все	O	-
еще	O	-
в	O	-
полосках.	O	-

Я	O	-
ел	O	-
во	O	-
многих	O	-
пиццериях	O	-
по	O	-
всему	O	-
Нью-Йорку,	O	-
и	O	-
это	O	-
худшая	O	-
из	O	-
них.	O	-

Это,	O	-
наверное,	O	-
один	O	-
из	O	-
самых	O	-
переоцененных	O	-
ресторанов	O	-
в	O	-
Бруклине.	O	-

Пицца	B-TARGET	HighQuality
здесь	O	-
по	O	-
завышенной	O	-
цене	O	-
и	O	-
очень	O	-
сырая.	O	-

Да,	O	-
они	O	-
используют	O	-
фантастические	O	-
ингредиенты,	B-TARGET	HighQuality
но	O	-
даже	O	-
фантастические	O	-
ингредиенты	O	-
не	O	-
делают	O	-
хорошую	O	-
пиццу,	B-TARGET	HighQuality
если	O	-
только	O	-
кто-то	O	-
не	O	-
знает,	O	-
как	O	-
правильно	O	-
приготовить	O	-
корж.	B-TARGET	LowQuality

В	O	-
общем,	O	-
сплошное	O	-
разочарование.	O	-

Я	O	-
думаю,	O	-
что	O	-
у	O	-
меня	O	-
были	O	-
лучшие	O	-
блюда	B-TARGET	HighQuality
в	O	-
моей	O	-
жизни	O	-
в	O	-
Minnow.	O	-

Морепродукты	B-TARGET	HighQuality
потрясающие,	O	-
здесь	O	-
хорошая	O	-
винная	B-TARGET	HighQuality
карта,	I-TARGET	HighQuality
а	O	-
постоянно	O	-
меняющееся	O	-
меню	B-TARGET	HighQuality
всегда	O	-
предлагает	O	-
несколько	O	-
отличных	O	-
сюрпризов.	O	-

Сочетание	O	-
супер-свежих	O	-
ингредиентов	B-TARGET	HighQuality
в	O	-
блюдах	O	-
необычно,	O	-
но	O	-
очень	O	-
вкусно.	O	-

Стоит	O	-
того,	O	-
чтобы	O	-
приехать	O	-
из	O	-
Манхэттена.	O	-

Был	O	-
там	O	-
в	O	-
пятницу	O	-
вечером.	O	-

Лучшая	O	-
пастрами,	B-TARGET	HighQuality
которую	O	-
я	O	-
когда-либо	O	-
ел,	O	-
и	O	-
большие	O	-
порции,	B-TARGET	HighQuality
но	O	-
не	O	-
смешные.	O	-

А	O	-
я	O	-
бывал	O	-
во	O	-
многих	O	-
деликатесах	O	-
Нью-Йорка.	O	-

Моя	O	-
жена	O	-
попробовала	O	-
жареные	B-TARGET	HighQuality
креветки,	I-TARGET	HighQuality
которые	O	-
были	O	-
огромными,	O	-
и	O	-
ей	O	-
очень	O	-
понравилось.	O	-

Цена	O	-
не	O	-
больше,	O	-
чем	O	-
в	O	-
джерсийском	O	-
деликатесе,	O	-
но	O	-
намного	O	-
лучше.	O	-

Как	O	-
уроженец	O	-
Японии,	O	-
я	O	-
живу	O	-
в	O	-
районе	O	-
Тристейт	O	-
уже	O	-
более	O	-
8	O	-
лет,	O	-
но	O	-
я	O	-
был	O	-
просто	O	-
поражен	O	-
этим	O	-
местом.	B-TARGET	HighQuality

Это	O	-
место	B-TARGET	HighQuality
-	O	-
самое	O	-
японское,	O	-
какое	O	-
только	O	-
может	O	-
быть.	O	-

Вывески,	B-TARGET	HighQuality
специальные	B-TARGET	HighQuality
меню,	I-TARGET	HighQuality
еда	B-TARGET	HighQuality
и	O	-
даже	O	-
официанты	B-TARGET	HighQuality
-	O	-
все	O	-
полностью	O	-
японское.	O	-

Это	O	-
место	B-TARGET	HighQuality
стоит	O	-
того,	O	-
чтобы	O	-
проехать	O	-
один	O	-
час.	O	-

Я	O	-
обязательно	O	-
вернусь	O	-
сюда	O	-
снова,	O	-
как	O	-
только	O	-
смогу.	O	-

Leon	B-TARGET	HighQuality
-	O	-
это	O	-
жемчужина	O	-
Ист-Виллидж:	O	-
непринужденная,	O	-
но	O	-
стильная	O	-
обстановка,	O	-
хорошо	O	-
приготовленные	O	-
основные	O	-
блюда	B-TARGET	HighQuality
французского	I-TARGET	HighQuality
бистро,	I-TARGET	HighQuality
хорошие	O	-
блюда,	O	-
теплая	O	-
и	O	-
живая	O	-
атмосфера.	B-TARGET	HighQuality

Нам	O	-
с	O	-
женой	O	-
всегда	O	-
нравится	O	-
молодой,	O	-
не	O	-
всегда	O	-
хорошо	O	-
обученный,	O	-
но	O	-
тем	O	-
не	O	-
менее	O	-
дружелюбный	O	-
персонал,	B-TARGET	HighQuality
у	O	-
каждого	O	-
из	O	-
которых	O	-
есть	O	-
своя	O	-
история.	O	-

В	O	-
теплую	O	-
погоду	O	-
можно	O	-
посидеть	O	-
на	O	-
улице,	O	-
зимой	O	-
-	O	-
внутри.	O	-

Достойное	O	-
вино	B-TARGET	HighQuality
по	O	-
разумным	O	-
ценам.	O	-

Бывали	O	-
здесь	O	-
десятки	O	-
раз	O	-
и	O	-
никогда	O	-
не	O	-
оставались	O	-
равнодушными.	O	-

Нашим	O	-
детям-подросткам	O	-
тоже	O	-
нравится.	O	-

Каждый	O	-
раз,	O	-
когда	O	-
я	O	-
решаю	O	-
попробовать	O	-
другое	O	-
место	O	-
на	O	-
UES,	O	-
я	O	-
злюсь,	O	-
что	O	-
не	O	-
пошел	O	-
в	O	-
Zucchero	B-TARGET	HighQuality
Pomodori.	I-TARGET	HighQuality

Это,	O	-
безусловно,	O	-
мое	O	-
любимое	O	-
место	B-TARGET	HighQuality
в	O	-
этом	O	-
районе.	O	-

Обслуживание	B-TARGET	HighQuality
отличное,	O	-
декор	B-TARGET	HighQuality
великолепный,	O	-
а	O	-
еда	B-TARGET	HighQuality
вкусная	O	-
и	O	-
подается	O	-
большими	O	-
порциями.	B-TARGET	HighQuality

Вы	O	-
заплатите	O	-
как	O	-
минимум	O	-
вдвое	O	-
больше	O	-
в	O	-
любом	O	-
другом	O	-
итальянском	O	-
ресторане	O	-
города,	O	-
а	O	-
большинство	O	-
все	O	-
равно	O	-
не	O	-
сравнится.	O	-

Я	O	-
неравнодушен	O	-
к	O	-
ньокки.	B-TARGET	HighQuality

Это	O	-
место	B-TARGET	HighQuality
невероятно	O	-
крошечное.	O	-

По	O	-
выходным	O	-
они	O	-
отказываются	O	-
принимать	O	-
гостей	O	-
из	O	-
трех	O	-
и	O	-
более	O	-
человек.	O	-

Хозяйка	B-TARGET	LowQuality
груба	O	-
до	O	-
предела.	O	-

Еда	B-TARGET	HighQuality
была	O	-
безвкусной	O	-
и	O	-
жирной.	O	-

Я	O	-
просто	O	-
не	O	-
понимаю	O	-
всей	O	-
этой	O	-
шумихи...	O	-

Мы	O	-
ходили	O	-
в	O	-
"Ино"	O	-
на	O	-
Валентинов	O	-
день.	O	-

Мы	O	-
были	O	-
в	O	-
этом	O	-
месте	O	-
много	O	-
раз,	O	-
и	O	-
всегда	O	-
получали	O	-
отличную	O	-
еду,	B-TARGET	HighQuality
вино	B-TARGET	HighQuality
и	O	-
обслуживание.	B-TARGET	HighQuality

Мы	O	-
волновались,	O	-
что	O	-
нам	O	-
будет	O	-
трудно	O	-
попасть	O	-
внутрь,	O	-
но	O	-
каким-то	O	-
образом	O	-
нам	O	-
удалось	O	-
немного	O	-
подождать.	B-TARGET	LowQuality

Как	O	-
всегда,	O	-
мы	O	-
выпили	O	-
по	O	-
бокалу	B-TARGET	HighQuality
